mesto,id_tekmovalca,tocke 
49,2939,67.8
1,4143,269.6
2,4141,255.2
3,2088,248.0
4,2917,247.5
5,4025,246.9
6,5064,237.8
7,1995,237.3
8,2039,223.3
9,5040,223.2
10,1991,221.4
11,2067,221.1
12,2934,220.6
13,4880,219.7
14,2062,217.3
15,2819,214.5
16,4259,213.5
17,2022,212.7
18,4801,210.9
18,2660,210.9
20,2929,198.0
20,4367,198.0
22,2031,192.0
23,2033,191.2
24,4615,189.8
25,4602,189.6
26,2009,188.8
26,3071,188.8
28,2546,186.6
29,1998,186.1
30,1906,167.6
31,4882,90.1
32,4015,89.2
33,2927,89.1
34,2918,88.3
35,4321,87.9
36,4041,87.8
37,2815,87.3
38,2010,84.6
39,2045,83.7
40,2987,82.0
40,4012,82.0
42,2530,81.0
43,5068,74.7
44,4379,74.2
45,2970,67.8
46,2939,65.6
47,4173,65.1
48,3023,56.4
49,2016,56.1
50,5353,46.2
1,5040,265.3
2,5064,256.4
3,2917,247.1
4,4143,246.3
5,3012,242.6
6,4889,241.7
7,4041,237.7
8,4141,235.6
9,2934,232.6
10,2010,227.0
11,2039,225.3
12,2530,223.9
13,2067,223.8
14,1995,223.0
15,2815,222.3
16,1998,219.2
17,2927,217.7
18,2009,211.0
19,4186,207.8
20,3787,206.6
21,2928,206.1
22,2660,202.8
23,4367,202.4
24,2088,201.7
25,2819,197.9
26,4880,195.7
27,2022,195.6
28,1990,192.5
29,1991,190.3
30,4321,158.1
31,4664,95.8
32,2918,95.7
33,4259,94.9
34,4025,94.8
35,4593,93.1
36,2929,92.1
37,4801,89.4
38,2045,88.0
39,3104,87.1
40,2062,86.1
41,2813,84.8
42,4173,84.5
43,4226,84.4
44,4174,83.5
45,2025,76.7
45,4325,76.7
47,4615,76.0
48,5181,74.0
49,1906,73.4
50,5068,63.9
1,4143,295.9
2,5040,280.7
3,1995,279.0
4,5064,277.9
5,2067,269.9
6,2088,269.4
7,2927,259.5
8,4889,258.3
9,2660,258.2
10,2062,253.0
11,1998,252.6
12,3012,252.5
13,2813,248.3
14,4025,247.9
15,4547,247.7
16,4801,247.5
17,2039,246.9
18,2934,243.4
19,1991,241.2
20,2033,240.2
21,1984,238.4
22,4321,233.4
23,4664,233.2
24,2918,232.7
25,2530,232.3
26,2815,225.9
27,2009,222.9
28,2903,218.2
29,5396,209.1
30,4197,208.7
31,4602,111.9
32,4643,110.7
32,3071,110.7
34,2025,110.2
35,2010,109.8
35,2819,109.8
37,2987,108.9
38,5298,108.4
39,2917,108.2
40,4015,108.0
41,4724,104.5
42,2999,103.8
43,4141,103.3
44,2928,102.0
45,1906,101.0
46,4367,98.4
47,3787,97.7
48,2947,95.7
49,4215,95.1
1,5040,274.4
2,1995,272.7
3,2927,258.6
4,4801,256.7
5,2039,256.6
6,4143,256.0
7,2062,253.2
8,5064,251.7
9,2067,247.4
10,2088,246.5
11,2934,245.1
12,2917,242.6
13,2813,240.2
14,2815,239.7
15,4025,239.4
16,4889,233.4
17,1991,233.1
18,3012,228.5
19,1998,227.5
20,4141,227.2
21,4041,223.6
22,2928,223.4
23,4321,221.5
24,4880,220.4
25,2022,219.3
26,1984,216.5
27,2947,215.6
28,2999,215.5
29,4367,212.0
30,2009,209.7
31,2036,107.4
32,2033,106.7
32,4015,106.7
34,2819,105.3
34,4643,105.3
34,4602,105.3
37,4186,105.2
38,2010,104.4
39,2660,103.9
40,4547,103.5
41,3071,101.2
42,2546,101.1
42,2903,101.1
44,4259,100.2
45,4613,99.8
46,4615,97.8
47,4336,97.4
48,2178,96.5
49,2530,93.3
50,3787,92.9
1,2917,286.6
2,4025,282.2
3,2934,279.9
4,4580,276.2
5,4143,273.5
6,4141,272.6
7,5064,272.0
8,5040,267.6
9,1995,267.2
10,4889,266.5
11,2067,262.5
11,2039,262.5
13,3012,260.7
14,2815,260.5
15,2062,257.7
16,2660,256.2
17,2819,255.1
18,2546,250.5
19,2530,248.4
20,4259,245.3
21,2033,243.6
22,4801,243.1
23,2010,243.0
24,1991,240.2
25,4664,235.4
26,2813,232.5
27,2927,227.1
28,2088,225.3
29,4880,225.1
30,4615,202.3
31,3071,109.9
32,2928,109.3
33,4367,108.9
34,2022,107.1
35,2009,105.9
36,5298,105.3
37,1998,104.4
38,4041,103.9
39,4613,101.7
40,4593,101.6
40,3104,101.6
42,2918,101.5
43,2016,97.5
44,2061,97.1
45,2852,90.3
46,4174,89.7
47,4920,88.3
48,2024,84.8
49,2041,81.2
50,4547,75.3
51,4322,74.5
1,1995,187.9
2,5064,185.6
3,4889,181.2
4,2813,178.2
5,4143,177.6
6,4041,175.8
7,3012,171.8
8,2927,169.1
9,2815,165.0
10,4025,164.9
11,4141,159.6
12,4321,159.5
13,2088,157.6
14,2067,157.2
15,4613,153.8
16,2934,153.6
17,2062,152.4
18,2917,151.5
19,4615,150.9
20,4801,146.7
21,2819,145.5
22,4880,144.4
23,2918,141.9
24,4144,140.7
25,2947,140.1
26,1998,139.2
27,4646,133.5
28,2999,132.6
29,2010,132.0
29,4882,132.0
31,4664,127.2
32,4593,120.9
33,5404,118.4
34,4173,114.7
35,2033,114.6
36,2039,114.4
37,3090,110.7
38,1991,110.6
39,4322,106.1
40,4724,98.5
1,4143,272.4
2,5040,268.1
3,2062,260.8
4,1995,258.8
5,2934,255.7
6,4025,252.8
7,2039,249.7
8,5064,247.9
9,2917,247.8
10,3012,247.4
11,2815,246.8
12,2067,242.7
13,2088,241.7
14,2918,241.1
15,2947,241.0
16,4889,238.4
17,4801,233.0
18,4041,228.7
19,2928,227.4
20,2819,226.0
21,1991,224.7
22,4141,223.4
23,2009,216.0
24,4664,212.4
25,2022,211.5
25,2530,211.5
27,4186,210.0
28,4580,203.1
29,5062,198.5
30,4593,197.4
31,4882,196.9
32,2045,103.9
33,4009,103.5
33,2136,103.5
35,2999,103.4
36,3090,102.1
37,4643,98.0
38,2987,97.5
39,4322,96.6
40,4336,95.7
40,4920,95.7
42,4367,94.8
43,4236,93.4
44,5298,92.0
45,4173,90.2
46,3071,89.8
47,2016,88.0
48,2138,83.8
49,2975,81.6
50,5360,73.4
1,4889,262.3
2,5040,258.4
3,2815,258.2
4,2067,256.2
5,1995,255.6
6,2062,253.5
7,4801,253.1
8,4143,249.9
9,2039,249.8
10,4025,245.6
11,5064,244.4
12,3012,240.6
13,2918,238.9
14,2088,238.8
15,2934,236.1
16,2928,233.9
17,2999,233.4
18,2009,232.9
19,2022,231.1
20,2530,227.4
21,4141,226.5
22,2917,220.1
23,2045,218.7
24,4321,217.0
25,2819,214.1
26,4186,213.3
27,4367,207.3
28,2852,202.3
29,4041,200.9
30,1991,192.4
31,5298,106.6
32,4322,105.7
32,4236,105.7
34,5062,105.2
35,3071,104.4
36,3090,104.3
37,4782,103.8
38,4882,103.4
38,4009,103.4
40,4593,103.0
41,2947,102.0
42,4580,101.1
43,4336,101.0
44,1906,99.8
45,2136,99.3
46,1984,99.0
47,4613,94.8
48,2660,84.3
49,2987,81.3
50,3787,80.3
1,5040,257.9
2,2062,255.8
3,3012,255.3
4,1995,253.8
5,5064,248.9
6,2934,248.4
7,4141,245.4
8,4143,240.8
9,2929,239.4
10,2815,239.0
11,2039,238.0
12,4041,232.5
13,4889,225.6
14,2010,219.3
15,4615,219.2
16,1991,218.9
17,2928,217.5
18,2088,208.9
19,2927,201.3
20,2819,200.7
21,4259,195.6
22,4593,188.4
23,4025,185.7
24,4367,181.9
25,2530,181.3
26,4880,180.7
27,1990,177.4
28,3787,174.2
29,2917,164.2
30,2660,133.5
31,2918,93.5
32,2009,92.1
33,2067,90.8
34,4801,89.4
35,4321,88.5
35,2022,88.5
37,4174,88.4
37,5181,88.4
37,3104,88.4
40,2999,88.3
41,2045,88.0
42,2813,87.6
43,4379,84.8
44,4186,79.8
45,5068,78.9
46,4226,77.1
47,2947,75.6
48,1906,74.7
49,4173,69.3
50,1998,62.6
1,2067,260.5
2,2088,256.1
3,5040,255.1
4,4143,248.3
5,2934,244.5
6,2815,241.8
7,2062,231.9
8,4379,229.9
9,5396,229.6
10,2530,225.8
11,1984,223.9
12,2927,223.5
13,2852,220.6
14,2039,219.3
15,2970,217.9
16,2045,216.2
17,2819,214.9
18,4580,212.1
19,4801,210.6
20,4367,209.6
21,2010,206.8
22,1990,206.2
23,2033,203.5
23,2987,203.5
25,5186,196.2
26,4197,189.1
27,3023,186.8
28,5360,182.2
29,2036,177.8
30,1996,135.1
31,4025,81.2
32,4889,78.4
32,4141,78.4
34,2813,78.0
35,2917,77.1
36,2178,75.6
37,5064,74.7
37,4664,74.7
39,1998,73.4
40,5181,68.8
41,4259,63.9
41,3104,63.9
43,4012,59.0
44,2546,58.1
45,2918,56.2
46,2186,52.0
47,2022,51.3
48,4321,51.2
49,5355,38.5
50,1991,25.9
1,5040,285.7
2,5396,278.9
3,4889,278.8
4,2934,275.1
5,2067,271.3
6,4143,270.6
7,1991,270.0
8,2813,269.0
9,2088,267.1
10,5749,266.4
11,2010,264.8
12,4801,263.7
13,4580,258.3
14,1998,257.2
15,2819,254.9
16,2815,254.8
17,1984,254.5
18,2917,253.2
19,2033,251.8
20,4379,251.3
21,2530,250.8
22,5068,249.0
23,4664,248.5
24,2062,248.1
25,2039,247.1
26,2970,246.8
27,5186,244.9
28,2927,244.6
29,3071,244.1
30,4939,238.3
31,4880,238.0
32,4259,121.1
33,2022,119.6
34,1990,118.8
34,2987,118.8
36,2546,118.4
37,4367,118.3
38,1906,117.0
39,4226,116.9
40,2918,114.2
41,4141,113.1
42,4197,109.7
43,1996,108.7
44,5181,108.2
45,5193,107.8
46,4321,107.4
47,4882,107.3
48,3104,106.5
49,5064,105.6
50,4782,103.7
51,4012,101.3
1,2067,284.3
2,5040,282.6
3,5396,259.2
4,1998,256.4
5,4580,255.2
6,2010,253.6
7,5749,252.0
8,2088,251.7
9,4801,251.6
10,4889,251.5
11,1991,251.4
12,4143,247.3
13,2062,245.9
14,4367,238.8
15,2813,237.1
16,2970,236.9
17,2934,236.5
18,2819,235.8
19,2815,233.3
20,2033,232.2
21,2987,227.7
22,2852,225.9
23,2927,225.7
24,2530,225.3
25,1984,225.2
26,2045,224.9
27,2918,223.0
28,4939,221.9
29,2022,221.1
30,5064,211.2
31,1906,111.5
32,4174,110.1
33,4379,107.5
34,4236,106.9
35,4259,105.7
35,2947,105.7
35,4226,105.7
38,4197,105.4
39,4880,104.7
40,3104,102.9
40,1905,102.9
42,4186,101.1
43,3023,100.1
44,2178,98.8
45,4173,97.4
46,4664,96.9
47,1967,95.1
48,4646,86.9
49,5186,85.1
50,4724,59.6
1,2067,275.4
2,2088,273.2
3,5040,265.7
4,5396,259.4
5,5064,252.0
6,4143,240.2
7,1998,235.1
8,5186,234.3
9,2927,233.7
10,2813,232.3
11,2815,231.1
12,2934,230.6
13,4580,229.6
14,4141,227.1
15,1984,226.1
16,4880,224.2
17,2987,222.8
18,5749,219.8
19,4025,219.2
20,2045,216.5
21,2039,216.1
22,4015,213.0
23,2947,212.4
24,2928,211.5
25,4367,211.4
26,2819,209.7
27,5141,206.5
28,4236,201.2
29,4664,193.8
30,1991,185.3
31,2010,96.5
32,3023,96.1
33,2546,95.7
34,2918,95.6
35,4889,95.3
36,2917,93.4
37,4379,93.0
38,4939,92.9
38,5360,92.9
40,1906,90.6
40,4174,90.6
42,4186,89.7
43,1905,85.2
44,4325,84.5
45,2036,84.3
46,4226,84.2
47,4197,83.4
48,4173,75.7
49,5188,71.2
50,4724,61.6
1,5040,264.1
2,2088,262.4
3,2067,260.0
4,1998,253.9
5,4580,251.3
6,2970,250.8
7,4143,247.7
8,2815,244.0
9,2934,237.1
10,2010,236.6
11,2033,231.6
12,2813,225.6
13,2062,225.3
14,4801,225.2
15,5396,223.2
16,1984,221.6
16,4259,221.6
18,2039,221.2
19,2022,221.1
20,2917,218.6
21,4015,218.5
22,4880,215.6
23,4889,214.8
24,2927,214.5
25,4236,213.6
26,1991,207.6
27,2852,204.3
28,2918,204.2
29,4367,203.3
30,2045,195.4
31,5749,103.5
32,2819,103.4
33,4939,103.3
34,2928,102.6
35,4025,102.5
36,4379,102.3
37,4141,100.3
38,3023,100.2
39,5064,99.3
40,5186,98.4
41,2987,98.3
42,4197,96.6
43,2947,96.3
44,5360,96.1
45,2530,95.7
46,4174,95.1
47,1906,93.8
48,2036,93.4
49,1905,89.3
50,2178,85.2
1,2067,286.4
2,2088,285.2
3,2813,284.4
4,5040,280.1
5,1998,273.8
6,4889,269.0
7,4580,268.5
8,2970,267.8
9,2927,259.8
10,2010,256.9
11,4143,254.7
12,2819,251.7
13,1991,250.5
14,5396,249.9
15,4015,247.3
16,4379,244.9
17,2022,243.9
18,4880,242.4
19,4259,240.9
20,4141,237.3
21,5749,236.7
22,2062,236.2
23,2815,233.5
24,2987,232.4
25,1984,232.3
26,4801,232.2
27,2039,229.5
28,5186,225.9
29,4664,221.3
30,4226,214.8
31,2178,120.6
32,4174,120.1
33,2918,119.7
34,4325,118.8
35,2852,117.0
36,4236,113.3
37,2033,112.9
38,4197,111.6
39,5360,111.5
40,2530,109.2
41,4939,108.8
42,5064,108.4
43,4025,107.5
44,1905,106.1
45,4706,105.6
46,2999,103.8
47,4215,103.7
48,2045,98.7
49,2934,94.1
50,3023,77.9
1,2088,276.3
2,2067,274.6
3,4580,258.6
4,5040,257.6
5,2815,249.0
6,4143,248.5
7,4889,247.0
8,1998,245.2
9,2813,239.6
10,1991,237.1
11,2819,233.8
12,2062,225.6
13,4801,223.8
14,2010,222.9
15,5396,221.9
16,2022,220.5
17,1984,220.2
18,2530,215.5
19,2934,215.1
20,4015,214.6
21,4664,214.1
22,4141,212.5
23,2852,212.0
24,2927,211.2
25,4025,209.5
26,4259,207.3
27,4379,207.2
28,4880,205.0
29,2970,203.7
30,4226,200.2
31,2918,185.6
32,2178,109.8
33,2045,99.4
34,2987,97.5
35,4706,96.6
36,3023,95.6
37,2039,95.3
38,2136,94.8
39,4186,93.4
40,1906,92.1
41,4325,90.6
42,4236,90.2
43,4174,90.1
44,4173,87.8
45,2129,85.8
46,4764,83.7
47,4321,83.4
48,4367,81.5
49,4724,81.1
50,2917,78.4
1,2088,261.0
2,5040,260.3
3,1998,257.7
4,1991,253.2
5,4143,250.6
6,2022,249.0
7,2927,246.5
8,2067,245.7
9,2813,244.9
10,4889,244.4
11,4580,239.6
12,4664,237.0
13,2062,235.2
14,2815,234.6
15,2039,232.1
16,2010,230.1
17,4015,226.1
18,2852,225.5
19,5064,224.7
19,4801,224.7
21,5749,224.4
22,4259,223.4
23,2178,222.3
24,5396,221.5
25,4379,220.9
26,4706,220.1
27,4321,217.4
28,5186,216.4
29,4141,214.7
30,2530,213.6
31,2934,103.0
31,2819,103.0
33,1984,101.7
34,2136,101.6
35,2970,100.7
36,2918,100.2
37,2987,96.1
38,4367,94.8
39,4880,93.9
40,5360,93.8
41,2129,92.9
42,4186,92.0
43,2928,91.5
44,2045,89.9
45,4939,89.4
46,4325,89.1
47,4025,87.4
48,4236,86.5
49,4173,84.2
50,3023,79.1
1,2088,301.2
2,2067,284.4
3,2813,279.2
4,5040,279.1
5,1998,278.5
6,2927,268.8
7,4889,267.5
8,2010,258.0
9,2815,257.0
10,4580,252.5
11,5396,251.2
12,1991,250.6
12,2819,250.6
14,4664,249.8
15,4015,249.1
16,4143,247.2
17,2934,243.7
18,4259,241.1
19,2022,240.1
20,2852,235.3
21,5749,234.3
22,4801,233.2
23,1984,231.6
24,5186,231.0
25,5064,229.5
26,2062,228.0
27,2178,226.9
28,4321,222.5
29,2918,219.6
30,3071,215.1
31,2546,113.4
32,4939,112.9
33,4025,109.8
33,4880,109.8
35,5298,108.4
36,4325,106.6
37,2970,106.2
38,4367,106.1
39,4012,105.7
40,1906,105.3
40,4706,105.3
42,2965,104.7
43,2136,101.1
43,4186,101.1
45,2999,100.3
46,4174,99.3
47,4379,97.5
48,2129,95.1
49,2987,91.6
50,4626,88.8
1,5040,398.0
2,2067,390.1
3,2815,386.8
4,4889,371.3
5,5396,368.8
6,4143,367.3
7,2088,366.4
8,2819,363.8
9,1991,360.4
10,2934,355.9
11,4580,355.4
12,2918,349.9
13,1998,348.6
14,2033,342.0
15,5186,335.2
16,5064,329.1
17,3071,327.0
18,2917,323.7
19,2927,318.7
20,5749,317.3
21,2010,315.4
22,2546,312.7
23,4764,307.3
24,3090,300.3
25,2987,296.7
26,1984,289.9
26,4186,289.9
28,2178,284.3
29,1996,279.6
30,4174,279.0
31,4015,134.2
32,4724,133.2
33,2999,130.6
34,4176,126.6
35,2947,124.1
36,2965,120.8
37,4626,112.5
38,4226,107.8
39,4333,101.3
1,5040,393.6
2,4580,390.4
3,2067,382.2
4,4889,381.3
5,2815,378.9
6,1991,373.9
7,5396,370.4
8,5064,367.3
9,4143,361.4
10,2088,360.1
11,2819,355.2
12,1998,353.1
13,5749,339.7
14,2927,331.2
15,2010,330.4
16,2918,320.0
17,2033,317.1
18,2917,314.0
19,2546,311.0
20,2934,310.4
21,4174,299.7
22,3071,297.5
23,2987,293.6
24,4764,290.4
25,4186,290.1
26,1996,287.6
27,3090,285.7
28,1984,277.4
29,2947,247.6
30,5186,211.5
31,4626,133.3
32,4176,132.4
33,4015,131.6
34,2178,125.2
35,2965,123.7
36,4333,123.5
37,2999,115.4
38,4724,114.2
39,5053,113.0
40,4226,108.3
1,5040,289.2
2,2088,274.1
3,1991,270.6
4,2067,264.4
5,4143,262.9
6,2813,262.1
7,1998,259.2
8,2039,258.4
9,2022,254.7
10,5396,244.2
11,2062,244.0
12,2815,243.7
13,5064,241.8
14,2934,240.0
15,2010,233.5
16,4801,232.1
17,2016,231.3
18,4379,229.5
19,4321,228.4
20,4880,227.1
21,4643,221.4
22,2819,219.8
23,4015,215.8
24,4259,215.0
25,4025,214.7
26,2917,214.4
27,2970,207.1
28,5749,202.2
28,4197,202.2
30,2546,191.1
31,4186,190.2
32,2178,103.8
33,2987,98.2
34,4322,98.0
35,4939,96.8
36,4173,96.5
37,2852,94.6
38,2918,93.7
39,2129,91.4
40,2999,86.0
41,4626,84.5
42,4678,80.9
43,5063,79.5
44,2045,79.1
45,2530,62.3
46,4041,53.8
47,4724,51.6
1,5040,293.2
2,4143,291.7
3,5396,272.3
4,2039,264.8
5,2088,260.5
6,2067,254.8
7,4880,248.3
8,2813,246.5
9,5064,243.9
10,2934,241.6
11,2062,240.4
12,2022,238.6
13,2016,236.7
14,1998,235.9
15,2815,234.2
16,4801,233.2
17,2010,232.2
18,2819,228.5
19,4889,226.0
20,2178,225.0
21,2852,224.5
22,4015,223.9
23,1991,213.9
24,4321,213.2
25,2917,208.1
26,4259,204.6
27,4643,188.6
28,4939,182.9
29,4626,181.1
30,5749,175.8
31,2970,98.0
32,2918,97.5
32,4322,97.5
34,2546,97.0
35,2045,94.7
36,4613,94.3
37,2987,92.4
38,2530,87.4
39,4197,86.0
40,4025,85.7
41,4561,83.2
42,4379,78.0
43,2129,77.8
44,5063,76.9
45,2036,75.6
46,4186,73.3
47,4173,72.8
48,4041,66.6
49,4678,59.3
1,5040,253.3
2,4143,216.9
3,2088,211.2
4,2970,193.3
5,2852,187.9
6,2033,186.5
7,2067,185.7
8,4259,185.6
9,2062,183.8
10,4322,180.5
11,2927,180.4
12,2016,172.9
13,4321,165.9
14,2815,159.3
15,4379,158.9
16,5710,154.2
17,5068,152.8
18,4367,150.6
19,2021,147.8
20,2530,145.5
21,2933,143.8
22,4215,143.0
23,2931,140.5
24,5904,136.0
25,1991,135.3
26,3071,134.9
27,4226,126.0
28,3023,121.5
29,1906,103.3
30,2919,96.1
31,2018,48.6
32,4333,47.4
33,2903,47.2
34,2130,46.7
35,1905,44.0
36,5053,41.3
37,4302,37.6
38,4325,32.6
39,2119,27.2
40,2036,25.9
1,5040,267.2
2,2067,265.2
3,2022,261.8
4,2062,261.2
5,2033,253.7
6,4801,252.4
7,4259,250.1
8,4580,245.7
9,4889,244.3
10,2813,238.3
11,4143,232.3
12,2934,231.6
13,5186,227.8
14,2016,227.1
15,2088,226.4
16,1998,226.2
17,2819,225.6
18,4734,223.0
19,5904,221.6
20,1984,218.5
21,2546,217.9
22,4880,217.7
23,5064,216.2
24,4197,215.7
25,5396,209.8
26,5404,209.6
27,2039,204.4
28,4920,202.8
29,5749,200.6
30,1991,184.7
31,4015,95.7
32,4141,93.9
33,2927,93.7
34,4236,93.0
35,4321,91.5
36,4025,91.2
37,2045,90.3
38,4322,88.5
39,2917,87.2
40,4939,86.2
41,1996,84.9
42,1905,84.4
43,4643,81.6
44,4664,76.2
45,2970,71.7
46,2987,64.6
47,2530,62.8
48,4678,61.4
49,2852,60.6
50,2026,60.3
1,4580,435.8
2,4889,428.6
3,5749,426.5
4,2067,418.2
5,1991,403.1
6,2813,396.8
7,2934,394.6
8,5040,392.3
9,2062,371.4
10,2970,368.4
11,2815,364.9
12,2819,360.2
13,2033,347.2
14,4880,344.6
15,1998,342.1
16,2917,338.8
17,2918,337.1
18,5904,333.6
19,2129,326.0
20,4141,325.8
21,2088,323.0
22,5186,315.4
23,3090,311.7
24,5064,308.1
25,2927,306.6
26,2546,300.8
27,5053,298.3
28,2916,295.7
29,2987,292.5
30,3023,283.5
31,5404,144.7
32,4174,141.9
33,4922,139.4
34,1905,138.3
35,2947,137.0
36,4197,136.5
37,4664,132.7
38,4764,132.6
39,5063,115.2
40,4012,109.1
1,5040,242.0
2,2067,236.0
3,2813,234.0
4,4580,232.5
5,2934,232.0
6,4889,227.5
7,4141,227.0
8,4143,226.5
9,2016,226.0
10,1984,224.0
11,2033,221.5
11,4186,221.5
13,4801,220.5
14,1998,219.5
15,2088,219.0
16,2815,215.0
17,1991,214.0
17,4025,214.0
19,2927,212.0
20,4015,210.5
21,5186,209.5
22,2918,208.5
23,2062,205.5
24,2039,204.0
24,5064,204.0
26,5141,203.5
27,2129,202.5
28,3023,201.0
29,5749,197.0
30,4880,191.5
31,1906,167.5
32,2178,100.0
32,5053,100.0
34,2819,99.5
34,2022,99.5
36,5396,99.0
37,4259,97.0
38,2010,95.5
39,2987,94.0
39,4322,94.0
41,4236,92.0
42,4379,90.5
43,2530,86.5
44,5750,84.5
45,4664,84.0
46,5068,77.5
47,2970,74.0
48,4882,67.5
49,2546,63.0
49,4782,63.0
1,2016,241.7
2,2067,240.4
3,2039,239.3
4,4580,234.9
5,2022,231.2
6,1998,229.3
7,4379,222.8
8,2088,220.9
9,4143,218.0
10,5040,217.6
11,2934,216.6
12,2819,209.8
13,2918,207.7
14,2813,205.5
15,2970,205.0
16,4141,204.7
17,2530,204.5
18,4259,202.1
19,1984,201.6
20,4801,197.2
21,2062,194.5
22,1991,193.8
23,2815,177.1
24,2129,173.5
25,4664,171.8
26,4322,163.6
27,1906,156.7
28,5750,155.7
29,4882,153.6
30,4782,142.0
31,4015,82.8
31,1990,82.8
33,5396,82.2
34,4889,80.4
35,5360,77.0
36,4720,75.6
37,4236,74.2
38,3023,72.8
39,5053,71.9
40,5749,70.9
41,2033,70.0
42,2927,69.9
43,5064,68.7
44,2852,66.9
45,4321,63.4
46,5710,61.5
47,1905,61.1
48,4025,60.1
49,2010,56.3
50,5355,54.3
1,4580,288.7
2,2813,275.2
3,5040,268.9
4,2039,268.4
5,1998,264.8
6,2088,263.5
6,4143,263.5
8,2934,262.5
9,2022,259.8
10,1991,257.9
11,2815,256.9
12,2062,256.7
13,5396,242.9
14,2067,239.4
15,4889,239.3
16,2819,229.5
17,2927,227.5
18,2016,226.5
19,2918,222.9
20,4259,214.6
21,2010,214.2
22,1984,211.9
23,5186,209.1
24,2033,206.9
25,2530,205.5
26,4336,203.3
27,5750,199.6
28,4379,186.3
29,4015,182.7
30,5064,168.3
31,5749,94.8
31,5053,94.8
31,4882,94.8
34,5360,93.9
35,2024,93.5
36,4141,90.3
37,3023,89.8
38,4322,88.5
39,2852,87.0
40,4801,85.2
41,4782,83.4
42,4321,79.8
43,2987,78.0
44,1905,73.5
45,4186,73.0
45,4626,73.0
47,4613,69.3
48,1906,65.7
49,4173,55.8
50,4664,48.5
1,5040,196.1
2,2039,195.0
3,2813,193.6
4,2934,189.7
5,5064,186.1
6,2067,185.2
7,2918,184.6
8,4580,184.5
9,4025,180.3
10,4321,176.7
11,2062,176.3
12,2088,174.8
13,5904,172.8
14,2815,170.1
15,2033,169.7
16,4186,166.8
17,1991,165.5
18,5141,164.4
19,2546,163.1
20,1998,162.1
21,4737,161.4
22,4889,159.7
23,5053,157.5
24,5749,156.7
25,4922,154.9
26,3023,153.2
27,4143,150.7
28,2022,150.1
29,5396,141.0
29,2530,141.0
31,4880,140.3
32,2010,140.2
33,2852,138.1
34,1905,132.6
35,4782,123.6
36,1972,123.3
37,5404,122.7
38,2927,67.8
1,4580,424.6
2,2039,412.4
3,2067,409.6
3,2918,409.6
5,5040,399.1
6,2813,395.4
7,2022,391.4
8,4321,383.9
9,4801,381.4
10,1998,374.0
11,2815,372.2
12,4889,367.1
13,2934,363.2
14,2088,362.4
15,2819,358.6
16,2062,352.3
17,4880,351.0
18,2033,347.1
19,2927,346.7
20,4259,345.5
21,4143,341.9
22,5053,334.4
23,3023,333.2
24,5749,331.1
25,2970,326.3
26,5186,325.5
27,1991,325.3
28,5064,322.5
29,4015,310.3
30,2010,279.4
31,4025,131.2
32,2852,111.6
33,5396,48.2
1,5040,261.2
2,4889,260.3
3,2088,257.1
4,1998,247.7
5,2062,241.1
6,2067,238.9
7,4580,238.4
8,4801,236.0
9,2039,233.9
10,5186,232.9
11,2934,229.7
12,5064,229.4
13,1984,228.9
14,2927,226.3
15,2917,225.2
16,2819,223.8
17,1991,220.6
18,4015,219.6
19,5904,219.2
20,2016,218.6
21,2022,216.0
21,2178,216.0
23,5749,212.4
24,2970,210.5
25,4197,210.2
26,4236,208.6
27,1906,206.9
28,4643,206.5
29,4336,202.3
30,1996,199.8
31,4141,103.8
31,2129,103.8
33,2813,103.5
34,5404,102.5
35,2033,101.7
35,4561,101.7
37,4734,101.2
38,4664,99.9
39,2546,99.1
40,4764,96.5
41,4321,96.2
42,3787,95.2
43,4724,94.8
44,2530,91.2
45,4920,90.6
46,4012,89.7
47,4259,89.0
48,5710,88.4
49,4176,87.9
50,4322,87.4
51,1905,85.3
52,4379,84.3
53,2987,83.9
54,4880,82.5
55,5168,81.2
56,4626,79.8
57,5396,72.9
58,5324,67.5
59,5115,63.0
1,2067,280.2
2,1991,278.3
3,5040,274.8
4,4143,270.6
5,2815,264.7
6,2062,264.1
7,5396,263.1
8,4889,262.8
9,2813,261.2
10,2088,253.3
11,1984,252.7
12,5749,252.3
13,1998,251.8
14,2934,250.4
15,2010,247.0
16,2917,246.8
17,2918,245.0
18,4259,244.9
19,5186,244.5
20,2819,241.6
21,2530,241.1
22,4801,240.8
23,4664,235.8
24,2033,234.2
25,4367,231.6
26,2970,230.7
27,2039,225.8
28,4880,225.7
29,1996,222.6
30,4379,218.3
31,1906,108.7
32,5068,108.3
33,2927,108.2
34,2178,107.9
35,3104,107.4
36,4939,106.9
37,2036,106.1
38,1990,105.5
39,4141,105.2
40,2546,104.7
41,2987,103.7
42,2947,103.4
43,4226,102.9
44,4197,102.0
44,1905,102.0
46,2852,98.3
47,4321,97.8
48,4012,96.9
49,3023,96.0
50,4236,92.4
1,4379,114.8
2,2067,113.6
3,5749,110.3
4,5040,106.5
5,4580,106.2
6,2022,103.4
7,2819,102.9
8,2088,99.2
9,1998,98.9
10,1984,96.2
11,2970,95.7
12,2852,93.0
13,2918,92.6
14,2062,92.5
15,5064,92.4
16,3104,92.1
17,2178,89.4
18,2934,88.4
19,4143,87.1
20,2010,87.0
21,4880,86.0
22,2815,85.5
23,2987,84.8
24,2530,84.7
25,2917,82.5
26,4801,82.1
