mesto,id_tekmovalca,tocke 
30,2129,296.6
31,1984,154.9
32,4186,153.8
33,2934,152.4
34,4724,150.9
35,5493,150.6
36,5185,146.1
37,4646,143.7
37,4367,143.7
39,4025,137.9
40,2947,137.7
1,5040,283.3
2,4141,265.2
3,4143,264.3
4,4197,264.0
5,4259,262.7
6,2934,258.0
7,4801,255.6
8,4015,243.8
9,2918,242.2
10,5564,240.3
11,5904,239.5
12,2067,234.8
13,1991,234.1
14,4880,233.4
15,3090,232.9
16,1984,231.8
17,3104,231.4
18,5987,228.6
19,4186,228.5
20,5064,227.1
21,5119,226.3
22,5168,226.2
23,4321,221.1
24,4025,218.3
25,4367,216.3
26,6296,211.6
27,2931,208.8
28,2928,208.0
29,2815,196.4
30,5253,187.1
31,5658,114.0
32,4939,109.3
33,2852,108.9
34,3012,107.3
35,2022,105.1
36,4325,103.7
37,2088,99.8
38,5451,99.5
39,1922,99.2
40,5298,98.8
41,2813,98.5
42,4678,97.5
43,5067,95.0
44,4226,94.6
45,2917,89.7
46,1998,86.6
47,5481,84.5
48,5494,79.0
49,5607,72.8
50,5749,62.3
1,5040,274.5
2,4141,270.4
3,4259,269.6
4,4321,268.0
4,4367,268.0
6,4143,267.9
7,4197,262.2
8,4801,262.1
9,2934,256.1
10,2067,255.0
11,5987,253.5
12,2815,252.4
13,3090,251.8
14,3104,251.6
15,4880,247.0
16,1984,246.6
17,2927,246.4
18,2918,245.7
19,5658,242.2
20,4226,240.3
21,5904,239.4
22,4646,237.6
23,2813,235.8
24,5067,234.4
25,5564,233.9
26,4015,230.8
27,5119,228.6
28,4325,214.8
29,2022,213.0
30,4186,211.1
31,2088,115.0
32,2928,113.6
33,6296,111.9
34,4025,111.4
35,2947,109.7
36,2917,108.0
37,5298,107.5
38,1998,104.5
39,4613,102.1
40,2852,101.7
41,5168,100.1
42,4939,100.0
43,2931,99.1
44,1991,98.8
45,3012,97.3
46,4678,89.7
47,1906,89.3
48,5494,86.6
49,5607,85.8
1,2934,277.0
2,4801,270.3
3,4259,264.4
4,5658,257.0
5,4321,256.3
6,4367,252.3
7,5564,251.2
8,2815,246.3
9,4197,244.5
10,5987,239.2
11,4880,238.1
12,2067,237.8
13,4143,236.4
14,5972,229.2
15,2918,228.9
16,2917,228.2
17,4226,224.9
18,5040,221.7
19,3090,216.8
20,4186,214.5
21,3012,214.4
22,3104,211.3
23,5119,208.3
24,2813,206.5
25,5174,206.0
26,4325,204.7
27,4015,198.1
28,5298,198.0
29,1984,190.2
30,1991,177.9
31,2928,95.7
32,5479,95.6
32,2022,95.6
34,5302,94.1
35,4025,93.4
36,2530,92.8
37,5067,92.7
38,5493,91.9
39,2852,91.0
40,4593,90.9
41,6296,90.7
42,2178,86.1
43,5904,82.9
44,5435,78.2
45,4141,73.8
46,2874,68.9
47,2931,68.2
48,1906,67.6
49,2088,63.6
50,5168,47.1
1,2815,443.4
2,4259,433.2
3,2067,429.2
4,2918,424.0
5,4801,422.8
6,4321,422.3
7,5040,421.7
8,5658,414.5
9,3090,412.5
10,4197,410.5
11,5064,402.9
12,2934,395.8
13,4226,393.7
14,5972,393.5
15,4143,389.7
16,4367,385.2
17,5987,383.4
18,5564,382.8
19,4141,375.2
20,2917,368.9
21,3104,364.4
22,2987,361.8
23,6296,358.3
24,5302,356.4
25,4880,351.8
26,5749,349.8
27,2927,346.3
28,4325,345.2
29,2022,341.4
30,2530,336.1
31,4646,169.9
32,4025,169.1
33,5119,166.3
34,5451,164.1
34,2852,164.1
36,2813,163.3
37,2708,162.4
38,5904,159.2
39,6145,158.2
1,2918,434.3
2,2067,423.4
3,2815,418.6
4,4259,415.6
5,5040,414.4
6,4141,401.0
7,4197,398.0
8,5564,392.3
9,4321,391.7
10,2917,381.8
11,5972,380.8
12,2934,380.0
13,4801,377.9
14,4226,377.3
15,4646,375.6
16,3090,372.2
17,5298,368.4
18,5494,361.1
19,4367,360.2
20,4880,358.2
21,4143,358.0
22,5326,356.9
23,2088,355.1
24,4325,354.8
25,6296,351.7
26,3104,350.7
26,4724,350.7
28,2022,348.3
29,5987,344.9
30,5174,339.9
31,2927,165.2
32,5891,160.7
33,1991,158.9
34,5302,157.7
35,4015,157.3
36,2708,149.5
37,1984,148.9
38,5676,145.9
39,5026,144.8
40,2947,143.3
1,2815,242.5
2,2067,225.6
3,2918,223.8
4,5040,217.2
5,5564,212.0
6,4197,210.5
7,4141,210.1
8,4646,210.0
9,2917,209.2
10,5972,207.0
11,4321,206.9
12,4143,205.7
13,3090,203.4
14,4801,200.0
14,2088,200.0
16,4259,198.5
17,4186,194.9
18,3104,194.2
19,4880,193.0
20,4226,187.7
21,4325,183.7
22,4367,181.3
23,2934,179.3
23,2931,179.3
25,5119,178.5
26,6296,175.4
27,1984,174.4
28,5891,174.2
29,2927,171.8
30,5987,163.6
31,3012,139.3
1,4141,264.2
2,5040,263.5
3,4143,256.3
4,4321,239.1
5,4801,236.4
6,4197,235.7
7,4880,234.9
8,5064,233.5
9,5564,221.5
10,3012,214.4
11,2934,213.7
12,2530,209.3
13,5119,208.7
14,2927,206.9
15,5749,204.3
16,5658,200.7
17,2815,198.9
18,2088,198.8
19,4325,197.2
20,1984,195.9
21,5987,194.1
22,5188,185.8
23,4025,185.0
24,5451,184.8
25,2178,181.6
26,1991,179.0
27,2918,177.6
28,5479,177.2
29,2874,166.8
30,2931,160.6
31,3090,80.6
32,2987,79.2
33,4322,78.4
34,2813,77.0
35,4646,75.0
36,3104,71.3
36,5142,71.3
38,5185,70.6
39,2928,69.8
40,5760,66.8
41,2947,64.9
41,2024,64.9
43,6145,63.9
44,1906,57.8
45,4367,57.2
46,5429,56.0
47,4226,51.2
48,5796,49.2
49,2916,43.7
1,4141,279.3
2,5564,273.3
3,4321,249.6
4,4801,248.5
5,3090,246.8
6,5040,239.3
7,5119,239.0
8,5168,236.2
9,2067,235.0
10,4025,233.7
11,4325,231.5
12,4143,231.4
13,2931,230.6
14,4367,226.3
15,2934,226.2
16,2918,226.0
17,2927,225.7
18,4613,223.6
19,5298,222.4
20,4259,222.3
20,2813,222.3
22,3104,220.5
23,5904,218.5
24,5658,218.4
25,2987,217.4
26,2874,215.6
27,1984,214.1
28,4197,207.6
29,4226,207.5
30,5064,204.2
31,2917,110.7
32,2088,109.5
32,5174,109.5
34,5302,109.3
35,5067,108.3
36,1922,108.1
37,3012,107.2
38,5181,105.9
39,5429,104.3
40,1906,104.1
41,4322,103.9
42,2928,101.7
43,2819,97.7
44,5988,95.5
45,4880,95.2
46,5142,93.8
47,4186,86.5
48,5987,84.4
49,6414,80.4
50,1998,77.7
1,4141,252.0
2,4197,249.2
2,2934,249.2
4,5040,248.7
5,5564,242.2
6,4143,240.5
7,4325,238.0
8,4724,237.1
9,4646,237.0
10,4226,222.8
11,2918,222.1
12,4801,220.9
13,2067,219.0
14,4259,216.5
15,2931,215.4
16,4367,214.7
17,5988,213.9
18,4186,211.2
19,4880,209.1
20,1984,206.7
21,3090,203.6
22,1991,200.7
23,5658,198.7
24,2819,195.1
25,1998,193.4
26,2815,193.2
27,5479,190.1
28,5987,187.6
29,5451,183.1
30,2917,156.8
31,2927,87.8
32,2874,87.7
33,4025,87.6
34,2088,86.2
35,4613,84.6
36,5064,84.3
37,5904,84.1
38,2530,83.9
39,3104,83.2
40,5188,82.9
41,2947,80.6
42,6296,80.4
43,3012,79.7
44,5068,79.4
45,5168,76.5
46,5119,74.5
47,5435,67.8
48,4321,66.5
49,5429,64.8
50,1922,64.0
1,5040,246.8
2,4259,245.8
3,2934,245.0
4,6296,243.6
5,2918,235.4
6,5564,230.3
7,4724,228.9
8,3090,222.3
9,4143,222.2
10,4197,219.2
11,2928,218.0
12,5064,217.9
13,5904,217.3
14,5658,215.9
15,4321,214.9
16,4880,210.2
17,1991,207.1
18,4141,205.6
19,4325,204.7
20,2927,203.5
21,4025,201.1
22,4367,194.9
23,2917,193.7
24,3104,192.9
25,5119,192.7
26,2067,192.3
27,5451,192.0
28,4643,189.2
29,1998,182.5
30,2815,164.5
31,5320,85.7
32,4226,84.8
33,4322,84.1
34,5142,82.5
34,5185,82.5
36,2999,82.4
37,5987,82.1
38,1984,82.0
39,4646,81.8
40,4593,81.3
41,2530,80.2
42,2947,79.6
43,5479,78.9
44,2874,72.0
45,5298,69.9
46,6145,67.2
47,2813,65.6
48,1967,55.7
49,5302,55.1
50,5168,54.5
1,5564,292.4
2,4143,283.9
3,4197,277.8
4,2934,276.2
5,4141,275.6
6,2918,271.6
7,6296,270.3
8,5040,270.0
9,2927,268.9
10,2067,267.9
11,4025,266.4
12,2928,266.3
13,4321,263.8
13,3090,263.8
15,2815,261.8
16,4259,260.3
17,3012,259.7
18,5904,259.3
19,2917,258.6
20,2947,257.1
21,5658,256.5
22,4186,255.0
23,5064,254.4
24,1984,252.8
25,4325,250.7
26,2874,250.6
27,4646,248.5
28,5451,248.0
29,5188,243.0
30,2931,233.1
31,5987,115.3
32,6145,115.2
33,5479,114.7
34,4593,114.0
35,4322,113.6
36,1998,113.5
37,4367,113.4
38,4724,112.8
39,4613,112.7
40,3104,111.2
41,4226,110.6
42,1922,109.8
43,2987,107.0
44,5185,106.1
45,1991,104.3
46,2999,104.2
47,4643,102.2
48,5429,102.0
49,5988,100.1
50,5063,98.1
1,2934,266.2
2,2815,258.1
3,4143,257.4
4,4141,255.8
5,4197,254.0
6,5064,253.6
7,4801,251.7
8,4646,244.7
9,2067,243.7
10,4880,243.3
11,5040,243.2
12,4321,241.0
13,2918,239.3
14,4186,237.9
15,3090,234.7
16,4325,233.3
17,5564,230.5
18,2088,230.2
19,4015,227.5
20,2947,226.1
21,2931,223.8
22,5451,222.7
23,3104,222.4
24,2874,221.7
25,5904,221.3
26,4226,220.4
27,3012,216.6
28,1984,215.7
29,5168,207.4
30,4367,200.0
31,5119,114.1
32,6145,113.7
33,2917,113.5
34,1991,112.9
35,5987,112.5
36,2530,112.0
37,4259,111.8
38,4724,111.5
39,2927,110.8
40,4322,104.8
41,6296,104.4
42,5658,103.8
43,5188,103.4
44,5429,103.2
45,5185,101.6
46,5298,99.7
47,5193,98.7
48,5479,96.3
49,2708,95.0
50,4379,87.3
1,4141,264.7
2,4321,260.8
3,2934,260.5
4,5040,259.7
5,4143,259.4
6,5564,258.5
7,5904,257.6
8,2815,253.0
9,2067,248.6
10,4801,246.8
11,2918,244.0
12,5119,242.6
13,5064,242.5
14,4186,241.8
15,2931,241.0
16,4197,240.2
17,4646,239.5
18,4015,239.3
19,4259,229.7
20,5658,229.4
21,2088,229.1
22,4025,228.7
23,1984,228.5
24,2947,224.8
25,3012,224.5
26,5987,223.1
27,3090,222.8
28,4367,222.4
29,4226,221.9
30,1991,211.2
31,2927,106.0
32,3104,105.4
33,2987,104.8
33,4322,104.8
35,6296,104.5
35,2813,104.5
37,2917,103.8
38,2874,103.2
39,5298,102.7
40,5193,100.7
41,2708,100.4
42,4325,99.8
43,5168,99.5
44,4613,99.2
45,4880,99.0
46,2999,98.8
47,6145,98.3
48,5451,97.1
49,2129,91.2
50,5479,88.5
1,4141,252.8
2,5040,247.6
3,4367,246.7
4,2934,244.4
5,4801,239.5
6,4143,237.1
7,2931,235.1
8,2927,234.4
9,4321,232.0
10,3090,229.5
11,5658,227.9
12,5564,227.2
13,5987,225.0
14,1984,224.4
15,2813,222.4
16,2067,221.0
17,6296,218.5
18,4015,218.0
19,5288,213.0
20,4880,212.9
21,4197,211.8
22,4025,211.6
23,2815,210.6
24,2088,209.0
25,2852,208.7
26,5181,206.2
27,4259,193.6
28,2918,192.8
29,5119,192.1
30,5298,185.4
31,3012,112.2
32,4963,110.5
33,4678,109.6
34,5904,109.5
35,1991,108.6
36,2022,107.5
37,2947,106.4
38,4186,104.2
39,2917,103.5
40,5749,98.7
41,2928,98.0
42,5451,95.6
43,4724,94.5
44,5750,94.1
45,1945,94.0
46,5067,92.6
47,4646,90.7
48,2874,89.3
49,4939,86.0
50,4322,82.6
1,4143,138.7
2,2934,136.5
3,5040,128.4
4,2918,126.8
5,4259,126.2
6,4801,124.0
7,5288,123.9
8,2813,123.1
9,4321,121.9
10,5564,119.0
11,5067,118.4
11,5181,118.4
13,2852,117.1
14,2931,117.0
15,2815,116.7
16,5451,115.5
17,2927,115.2
18,4880,113.6
19,4646,113.5
20,5658,112.8
21,2088,112.5
22,1984,112.0
23,4367,111.6
24,5987,111.1
25,3104,110.4
26,2928,109.7
27,4141,108.5
28,5298,107.6
29,5119,107.1
30,4197,105.4
31,4226,105.0
32,2917,104.2
33,3012,100.3
34,6296,100.2
35,4939,98.2
36,5142,97.1
37,4678,96.6
38,2874,96.0
39,4025,95.3
40,3090,93.8
41,4186,93.1
42,1922,91.7
43,4325,91.4
44,4015,90.4
45,5904,90.2
46,4963,88.2
46,2708,88.2
48,5749,86.2
49,5750,86.0
50,4724,84.4
51,4613,84.0
51,1906,84.0
53,6145,82.9
54,5497,82.5
55,4322,81.2
56,2022,79.9
57,5038,78.0
58,5607,76.9
59,1945,75.5
60,5039,68.7
61,1991,53.0
62,2947,36.8
1,2918,212.5
2,4143,206.8
3,2934,201.6
4,4259,196.1
5,5904,191.5
6,4321,190.8
7,5040,190.3
8,5987,188.5
9,5749,186.7
10,2067,183.5
11,2815,181.6
12,4197,180.3
13,3012,179.9
14,4141,177.2
15,2927,175.6
16,5185,173.5
17,4325,173.2
18,4646,173.1
19,1984,169.6
20,4367,169.2
21,5658,167.8
22,6296,164.2
23,5181,163.9
24,4880,161.8
24,5288,161.8
26,4724,161.6
27,2917,161.3
27,2931,161.3
29,5067,158.3
30,4801,157.6
31,5119,157.4
31,3104,157.4
33,5564,154.2
34,5298,144.4
35,2708,142.1
36,2813,141.0
37,4025,139.7
38,4226,132.4
39,2819,131.6
40,4186,130.8
41,5676,128.3
42,2088,117.9
43,5493,114.4
44,5764,113.8
45,5115,111.9
46,5607,111.4
47,1991,105.3
48,5253,98.1
49,2999,97.4
50,4613,96.0
51,2947,95.4
52,5123,63.3
53,5114,62.0
54,2987,46.9
1,2934,364.9
2,4259,363.3
3,4321,358.2
4,4143,349.4
5,2918,348.6
6,4801,347.8
7,4367,345.2
8,2067,345.0
9,4197,342.8
10,5564,340.5
11,5987,338.3
12,5749,336.3
13,5658,335.0
14,2815,327.9
15,5904,325.2
16,2927,320.5
17,2931,311.6
18,2088,308.4
19,6296,306.2
20,4226,302.6
21,5181,297.1
22,4325,294.5
23,3104,292.7
24,5119,291.8
25,5067,290.7
26,4141,287.3
27,5298,278.9
28,2813,269.0
29,3012,240.4
30,5040,201.5
31,4186,155.5
32,4724,149.3
33,1984,146.2
34,5185,143.3
35,5288,140.7
36,4880,139.9
37,2917,138.8
38,4646,136.9
39,2999,134.4
40,2947,131.5
41,4025,131.4
42,2987,126.0
43,5115,124.4
44,4613,124.0
45,2708,122.7
46,5493,118.0
47,5764,116.2
48,1991,114.5
49,2819,89.8
50,5253,89.6
51,5676,87.2
52,5607,70.3
53,5114,64.2
54,5123,54.8
1,4321,257.9
2,5564,251.2
3,4141,238.7
4,5658,236.0
5,2918,232.9
6,4801,232.5
7,3012,231.1
8,4646,230.6
9,5494,226.6
10,4197,225.9
11,4025,224.8
12,3090,224.2
13,5119,221.6
14,5987,219.3
15,2067,217.1
16,4325,216.9
17,5904,215.9
18,5040,212.9
19,2088,212.5
20,4186,212.0
21,1984,211.6
22,5067,209.1
23,2931,206.5
24,4226,206.4
25,5298,205.2
26,5288,203.3
27,4015,199.2
28,6296,197.5
29,5891,191.9
30,2874,191.1
31,4724,184.9
32,5547,98.5
33,4880,96.1
34,4957,95.7
35,5181,94.5
36,2815,93.5
37,2927,92.9
38,4613,92.8
39,5326,92.0
40,2934,89.9
41,2813,89.0
42,2999,88.5
43,2036,87.0
44,5493,83.7
45,1906,81.3
46,4322,79.9
47,4143,78.2
48,5302,70.9
49,2819,70.8
1,5040,300.3
2,5564,296.8
3,2934,293.1
4,4141,290.5
5,4197,281.9
6,5658,281.2
7,4321,280.6
8,2067,278.8
9,5119,278.7
10,3012,278.4
11,4143,275.9
12,5904,275.0
13,5181,271.0
14,5494,270.6
15,4801,268.6
16,2918,266.4
17,4226,263.4
18,4325,263.2
18,5298,263.2
20,2927,262.9
21,5987,259.1
22,3090,258.9
23,2931,257.6
23,6296,257.6
25,2088,253.4
26,5168,253.3
27,5288,248.4
28,1984,247.9
29,4186,244.2
30,2987,236.5
31,2874,115.6
32,4322,115.5
33,4015,112.9
34,3104,111.0
35,1906,110.7
36,5547,110.4
37,4957,109.3
38,2708,108.2
39,2999,106.9
40,5749,106.3
40,5326,106.3
42,5067,106.1
43,2036,105.8
44,4025,105.7
45,2813,104.3
46,5493,102.9
47,4880,102.3
48,5302,100.0
49,5397,97.6
50,2819,95.6
51,4724,92.0
1,4259,252.6
2,2934,252.5
3,4321,247.2
4,5904,246.1
5,4801,240.0
6,2918,238.5
7,5972,237.7
8,5564,235.4
9,4141,228.7
10,2927,227.4
11,3104,222.3
12,1984,221.2
13,4325,220.3
14,5119,220.1
15,2022,213.4
16,4143,213.3
17,5987,212.2
18,4367,211.0
19,3090,208.3
20,5302,207.4
21,5174,204.7
22,4015,203.7
23,5479,194.0
24,2088,193.1
25,1922,190.1
26,4226,186.5
27,4197,185.9
28,4678,172.6
29,4646,166.1
30,4379,154.5
31,5288,87.2
32,5435,87.0
33,2016,82.3
34,6296,81.2
35,5658,80.8
35,2928,80.8
37,5185,77.3
38,5298,76.8
39,4025,74.3
40,5336,70.3
41,5451,68.0
42,2947,66.7
43,5068,66.0
44,5521,63.8
45,5193,59.5
46,5522,55.9
47,2852,52.8
48,1906,49.7
49,5168,45.4
50,4299,31.4
1,4259,243.7
2,4321,241.6
3,4141,241.3
4,4801,228.0
5,5904,220.8
6,5564,218.8
7,5658,217.4
8,4367,213.9
9,4143,212.7
10,5972,208.8
11,5987,208.4
12,2918,208.0
13,2088,203.5
14,2934,203.2
15,5119,202.4
16,2927,201.6
16,5174,201.6
18,3104,198.8
19,1984,196.0
20,5302,194.7
21,3090,188.9
22,4646,185.9
23,4226,184.0
24,2852,182.7
25,2928,173.9
26,4015,172.9
27,2947,170.6
28,5298,169.9
29,5479,165.4
30,4325,164.8
31,5185,80.4
32,5451,78.6
33,2022,76.6
34,6296,72.9
35,4025,70.3
36,4197,66.5
37,5168,65.7
38,1922,64.7
39,5521,63.1
40,5288,62.9
41,2530,61.8
42,4379,60.8
43,4678,60.6
44,2021,58.7
45,4322,57.8
46,1906,57.7
47,2016,57.5
48,2018,49.9
49,5193,46.2
50,5336,38.3
1,5040,249.8
2,4197,234.7
3,4143,227.5
4,2934,225.2
5,2067,224.2
6,4141,223.4
7,4321,223.3
8,4801,219.5
9,5564,217.8
10,4226,215.8
11,4259,215.5
12,6296,215.4
13,5658,214.4
14,4367,212.5
15,5904,209.4
16,2931,208.4
17,5987,205.2
18,3104,203.5
19,2815,202.3
20,3090,199.5
21,2088,198.2
22,2917,195.4
23,5479,194.7
24,2927,193.1
25,4186,192.2
26,5298,188.3
27,2928,187.7
28,1984,185.6
29,5302,183.5
30,5119,181.8
31,4880,97.4
32,2813,97.1
33,3012,96.9
34,2918,96.4
35,5174,95.1
36,2947,93.6
37,4724,93.5
38,1991,92.0
39,5168,88.5
40,5181,87.2
41,4025,83.8
42,2022,83.5
43,4646,82.4
44,4325,82.3
45,2852,82.1
46,5067,78.6
47,5796,76.8
48,1906,72.1
49,5451,53.2
50,2530,39.6
1,4321,258.5
2,5040,256.9
3,2934,248.6
4,5564,247.1
5,4197,241.2
6,4143,240.7
7,2917,237.7
8,4259,235.0
9,4226,229.8
10,5658,228.4
11,2815,226.7
12,4367,226.5
13,4801,224.6
14,6296,221.4
15,4025,221.3
16,4141,220.8
17,5174,218.4
18,5067,216.5
19,5987,214.1
20,4186,212.7
21,4880,212.4
22,5479,212.1
23,3012,210.8
24,2088,209.8
25,3104,209.2
26,3090,207.8
27,2928,207.2
28,2947,201.4
29,5168,200.1
30,1991,199.4
31,2067,84.9
32,2927,84.3
33,1984,84.1
34,4015,83.8
35,2813,82.7
36,5302,81.9
37,2918,81.8
37,2874,81.8
39,2178,80.7
40,5796,80.5
41,5904,79.2
42,4325,77.5
43,4646,76.3
44,2931,76.2
45,5181,75.9
46,5119,74.3
47,5298,73.8
48,2708,71.5
49,5764,68.5
50,1906,62.1
1,4259,245.5
2,2934,239.2
3,3090,237.2
4,5119,234.3
5,4367,232.5
6,5040,229.3
7,4143,228.5
8,2067,228.4
9,5891,227.9
10,4325,227.7
11,5972,225.9
12,5298,224.3
13,5564,222.7
14,4226,222.5
15,5904,221.7
16,4880,220.6
17,2987,218.8
18,2852,218.6
19,4801,217.7
20,5174,216.2
21,5326,215.9
22,5987,215.0
23,2927,214.4
24,2022,214.3
25,5185,211.8
26,4141,211.5
27,5360,206.0
28,2928,205.3
29,5676,197.6
30,5181,194.2
31,5764,98.1
32,1991,97.8
33,4025,97.6
34,4646,96.6
35,2815,96.3
36,5064,96.0
36,5397,96.0
38,4197,95.6
39,4321,94.0
40,5466,93.9
41,2708,93.7
42,1984,91.6
43,3104,90.7
44,2918,89.7
45,2813,89.2
46,5396,87.3
47,3012,82.8
48,2931,80.7
49,4186,78.0
50,2970,77.9
1,4259,295.1
2,5564,287.9
3,2067,285.3
4,2934,283.0
5,4801,277.7
6,4321,277.2
7,4143,269.8
8,4141,267.0
9,4197,266.2
10,5119,265.4
11,2815,265.2
12,5040,264.1
13,6296,245.8
14,5302,242.5
15,1922,241.0
16,4186,239.0
16,5174,239.0
18,5972,238.5
19,4724,237.4
20,5987,235.8
21,3090,235.3
22,2918,233.2
22,4880,233.2
24,2022,232.9
25,4367,232.6
26,4015,230.5
27,2813,229.9
28,1984,229.5
29,5904,227.9
30,5676,225.2
31,5181,116.3
32,4646,115.6
33,5326,115.5
34,5185,115.2
34,5435,115.2
36,4025,114.9
36,2852,114.9
38,5891,114.1
39,4226,113.8
40,5298,113.1
41,5494,112.5
42,2987,111.8
43,2928,110.1
44,4325,108.9
45,2927,108.4
46,2947,107.3
47,5064,107.0
48,2530,105.7
49,6145,100.5
50,1991,89.8
1,2815,247.3
2,4197,238.9
3,2918,238.0
4,4259,237.7
5,2067,237.4
6,5564,235.7
7,4325,224.3
8,5891,221.2
9,4141,219.8
10,2934,218.5
11,4321,213.6
12,5298,213.1
13,5174,211.9
14,5987,208.3
15,4025,205.5
16,5040,205.4
17,5676,201.4
18,1984,194.0
19,2852,193.8
20,5168,191.8
21,4880,191.6
22,2987,188.8
23,2022,186.8
24,5326,182.0
25,5288,172.2
26,4015,171.5
27,2947,170.1
28,2813,160.8
29,4678,159.0
30,2931,115.5
31,2927,89.5
32,5185,88.1
33,2917,88.0
34,4186,87.2
35,4367,86.8
35,5972,86.8
37,5904,85.7
38,4226,84.6
39,4143,82.3
40,1991,81.7
41,4724,81.0
42,5119,77.1
43,4801,75.0
44,2708,73.4
45,6296,72.4
46,2928,69.5
47,2530,63.0
48,3090,50.8
49,5302,41.1
1,4197,268.5
2,4143,267.2
3,2934,267.0
4,4889,266.4
5,6696,266.1
6,5972,256.4
7,2928,255.8
8,5040,255.2
9,4367,252.9
10,5658,251.7
11,5564,251.6
11,2088,251.6
13,2067,249.2
14,3090,248.6
15,4141,247.5
15,5288,247.5
17,5891,246.3
18,2927,245.8
19,2022,241.2
20,5987,237.5
21,5567,234.7
22,3012,234.5
23,4186,232.2
24,5193,232.0
25,5298,231.1
26,5174,230.8
27,5521,225.1
28,5963,224.5
29,2874,224.1
30,4321,220.0
31,5064,113.4
32,4957,113.3
33,4801,113.1
34,5142,112.5
35,2947,112.1
36,4325,111.2
37,4226,110.6
38,2815,110.3
39,2177,110.0
40,5168,108.6
41,4646,108.4
41,5435,108.4
43,2918,107.8
44,5302,107.1
45,5067,106.0
45,5451,106.0
47,5293,105.4
48,5336,104.1
49,4880,94.6
50,5360,84.6
1,5040,275.5
2,5972,275.4
3,4143,269.4
4,4889,268.8
5,2934,267.3
6,2067,264.4
7,4646,262.7
8,5891,261.7
9,5658,261.3
10,2022,260.5
11,2088,258.3
12,5564,254.8
13,4367,248.8
14,5064,246.1
15,2928,244.0
16,4197,243.3
17,6696,242.1
18,2918,240.5
19,5168,239.1
20,5174,238.8
21,2927,238.1
22,4957,234.8
23,4141,232.7
24,5963,232.4
25,2815,228.5
26,5302,227.3
27,4880,226.8
28,5416,226.3
29,2852,226.1
30,5567,225.2
31,4186,117.5
32,3090,117.1
33,5288,116.9
33,5068,116.9
35,5193,116.1
36,4321,116.0
36,5067,116.0
38,5706,114.2
39,5757,113.4
40,5987,112.6
41,5521,109.8
42,2813,109.5
43,4325,108.1
44,5435,106.5
45,5142,102.2
46,5547,100.7
47,2947,99.2
48,5298,99.1
49,4801,96.7
50,2177,96.5
1,4197,266.1
2,2813,265.4
3,2067,255.7
4,5040,254.1
5,6696,253.5
6,4367,249.6
7,2022,249.5
8,4141,248.7
9,2088,246.4
10,2934,241.8
11,2928,241.0
12,5064,232.8
13,4226,231.7
14,5174,229.2
15,5658,226.9
16,2918,223.7
17,5987,218.6
18,2815,216.8
19,2927,216.2
20,4880,214.1
21,5564,208.3
22,5142,200.2
23,5757,199.1
24,5891,194.5
25,5706,191.5
26,5567,188.7
27,5451,184.5
28,5288,171.4
29,5168,152.3
30,5435,130.2
31,5284,92.5
32,5298,92.1
33,4143,89.4
34,3090,88.7
35,2177,84.2
36,6145,83.7
37,4646,81.2
38,2874,80.5
39,4889,80.0
40,5521,74.3
41,4963,72.7
42,1984,72.6
43,2852,72.4
44,5185,66.7
45,4025,64.7
46,4801,62.8
47,5302,60.0
48,4325,58.4
49,5972,51.8
50,2987,44.4
1,5040,270.7
2,4197,265.4
3,4141,264.8
4,4143,259.7
5,2934,256.7
6,5564,255.9
7,5891,250.4
8,2927,248.8
9,4186,247.1
10,5963,245.5
11,6696,245.4
11,4226,245.4
13,5658,243.9
14,4880,241.1
15,5168,240.6
16,5987,239.0
17,2067,238.7
18,5064,238.3
19,2177,237.9
20,2022,237.0
21,2852,236.3
22,4367,234.9
23,3090,234.8
24,5396,234.5
25,5174,234.2
26,5757,233.4
27,5706,233.3
28,5298,231.2
29,5567,230.7
30,5142,230.0
31,2815,116.2
32,2088,116.0
33,5972,115.7
34,4801,115.4
35,4889,114.9
36,2813,114.8
37,2947,114.1
38,6145,113.9
39,5288,113.6
40,1984,112.6
41,5435,111.3
42,5284,111.1
43,5302,110.7
44,4678,110.3
45,5521,109.3
45,4613,109.3
47,5547,109.0
48,2874,108.6
49,4646,108.0
50,4664,95.2
1,4141,271.3
2,5564,261.7
3,6696,261.6
4,2934,261.2
5,4197,259.5
6,5567,257.4
7,4889,256.6
8,2067,256.1
9,5963,255.7
10,4226,255.1
11,5891,253.0
12,4367,251.9
13,2088,249.0
14,3090,248.4
15,4143,248.2
16,5987,246.7
17,5142,245.9
18,2815,244.6
19,5972,244.2
19,5064,244.2
19,4880,244.2
22,2927,243.0
22,5298,243.0
24,5284,242.8
25,5040,242.0
26,5288,241.9
26,2177,241.9
28,2852,241.5
29,5168,236.0
30,2022,233.2
31,5174,118.4
32,2813,118.3
33,5396,117.8
34,5757,117.6
35,2928,116.7
36,4664,115.9
37,5521,115.6
38,4678,115.5
39,4963,115.1
40,5547,115.0
41,2874,114.6
42,4025,113.9
43,2947,113.3
44,4801,112.2
45,4613,110.6
46,5435,110.2
47,6145,109.5
48,2999,108.7
49,1984,106.6
50,5361,105.8
1,4141,272.6
2,4321,272.5
3,5040,268.1
4,4197,265.1
5,5891,261.1
6,2088,259.7
7,2934,259.4
8,4646,259.1
9,5142,256.2
10,5168,255.9
11,2927,253.7
12,6696,252.9
13,5064,251.6
14,5658,251.3
15,4143,250.1
